id,Window_size,Source_port,Destination_port,First_packet_size,forward_packets,forward_total_bytes,Min_forward_inter_arrival_time_difference,Max_forward_inter_arrival_time_difference,Mean_forward_inter_arrival_time_difference,STD_forward_inter_arrival_time_difference,Mean_forward_packets,STD_forward_packets,backward_packets,backward_total_bytes,Min_backward_inter_arrival_time_difference,Max_backward_inter_arrival_time_difference,Mean_backward_inter_arrival_time_difference,STD_backward_inter_arrival_time_difference,Mean_backward_packets,STD_backward_packets,Mean_backward_TTL_value,Total_packets,Minimum_packet_size,Maximum_packet_size,Mean_packet_size,class,Maximum_backward_packet,Maximum_forward_packet,Minimum_backward_packet,Minimum_forward_packet
905,8192,49839,443,214.0,41,2199,0.00156299999980547,64.76914799999986,5.077362000000004,17.083827927450226,53.634146341463406,67.70183014422909,70,46969,2.9000000267842548e-05,2679.0399399999997,41.172745657142855,320.1238377541188,670.9857142857143,676.8262571751012,64.0,111,20,1440,442.9549549549549,normal,1440.0,358.0,20.0,20.0
906,8192,49840,443,218.0,10,714,0.000495000000228174,0.239893999999822,0.08795977777774372,0.09596269371445387,71.4,78.12980651880987,13,4349,6.000000030326191e-05,2682.414041,206.39840384615383,743.9501158112001,334.53846153846155,538.2487986338374,64.0,23,20,1440,220.1304347826087,normal,1440.0,218.0,20.0,20.0
907,8192,49841,443,218.0,11,734,0.0004309999999350112,0.25727599999981976,0.07974150000000009,0.0899580081040173,66.72727272727273,75.72330012498254,14,4369,5.000000010113581e-05,2682.413977,191.65621857142844,716.8894013815993,312.07142857142856,528.4908068898011,64.0,25,20,1440,204.12,normal,1440.0,218.0,20.0,20.0
908,8192,49842,443,537.0,9,2233,0.0,9.989270999999917,1.3390272500000149,3.4971211285348,248.11111111111111,491.61607084300164,11,2258,5.2000000323459965e-05,2682.9521019999997,244.87591945454548,808.6238604322767,205.27272727272728,430.70130970525065,64.0,20,20,1480,224.55,normal,1440.0,1480.0,20.0,20.0
909,8192,49843,443,537.0,7,751,0.002637999999933527,6.5853070000002845,1.2048766666666022,2.6396324221906347,107.28571428571428,190.4658449571421,7,285,0.0024029999999584106,2684.019683,384.4590801428572,1014.0137829232273,40.714285714285715,53.0619583936687,64.0,14,20,537,74.0,normal,161.0,537.0,20.0,20.0
910,8192,49845,443,215.0,17,1197,0.002077999999983149,10.097571000000244,4.31504187500002,4.737982006853259,70.41176470588233,132.09185195514968,19,5322,7.200000027296483e-05,2684.644684,144.92834384210525,615.0373689444257,280.10526315789474,516.4000274052022,64.0,36,20,1440,181.08333333333331,normal,1440.0,538.0,20.0,20.0
911,8192,49846,443,216.0,11,951,0.004292000000077678,5.592020000000048,1.1903000000000248,2.022852896351461,86.45454545454545,127.85410719751137,15,5421,3.100000003541936e-05,2684.803979,179.77749006666667,692.9969172410064,361.4,564.9511736171795,64.0,26,20,1440,245.0769230769231,normal,1440.0,417.0,20.0,20.0
912,8192,49847,443,214.0,10,563,0.004415999999764608,4.604697000000215,0.7119246666666691,1.4786921528773973,56.3,67.85613867260321,12,5743,3.199999991920777e-05,2684.780499,224.2638815,774.8629809112433,478.58333333333326,634.3942648963131,64.0,22,20,1440,286.6363636363636,normal,1440.0,214.0,20.0,20.0
913,8192,49848,443,217.0,11,586,0.0007609999997839622,4.6164079999998675,0.6425416000000042,1.4139748136198138,53.27272727272727,66.03951984848301,14,5382,3.9000000015221297e-05,2684.820982,192.22883385714286,717.4184970070909,384.4285714285714,597.4653790144489,77.64285714285714,25,20,1440,238.72,normal,1440.0,217.0,20.0,20.0
914,8192,49849,443,217.0,12,1004,0.060716999999840475,5.653565000000072,1.1239854545454528,1.9441265958900389,83.66666666666667,131.50481037405115,13,3747,3.0000000151630957e-05,2684.920699,207.47366407692303,744.3824929393619,288.23076923076917,467.5124158504873,64.0,25,20,1440,190.04,normal,1440.0,449.0,20.0,20.0
915,8192,49850,443,220.0,13,988,0.0016749999999774445,10.012502000000039,3.0150367499999984,4.332106350228789,76.0,117.54360892877165,15,4812,4.500000022744644e-05,2684.818492000001,181.39891960000003,692.5619862946318,320.8,509.1822856305981,64.0,28,20,1440,207.14285714285717,normal,1440.0,408.0,20.0,20.0
916,8192,49851,443,226.0,10,957,0.0038800000002083843,2.8336479999998123,0.6794946666666672,0.9880533432929932,95.7,138.13041341830228,13,5738,3.199999991920777e-05,2684.845451,206.9945639230769,744.5021292512109,441.3846153846154,594.394164739967,64.0,23,20,1440,291.0869565217391,normal,1440.0,433.0,20.0,20.0
917,8192,49852,443,213.0,17,1023,0.0449029999999766,10.062919999999847,4.038087437499996,4.8005388226490515,60.17647058823529,95.37769347056314,19,4274,8.600000001024456e-05,2684.8683730000002,144.7069873684211,615.145368714991,224.94736842105263,440.8264301518998,64.0,36,20,1440,147.13888888888889,normal,1440.0,366.0,20.0,20.0
918,8192,49853,443,209.0,14,1036,0.00345500000003085,10.115014999999858,2.918966000000008,4.113740843064252,74.0,121.65398599179687,17,5557,4.399999988891068e-05,2685.1161469999997,160.1627441764706,650.6767621908091,326.88235294117646,548.7060782368986,64.0,31,20,1440,212.67741935483872,normal,1440.0,446.0,20.0,20.0
919,8192,49854,443,215.0,9,654,0.004583999999795196,1.3931290000000445,0.3848733750000406,0.4566194040279196,72.66666666666667,87.89908987014597,8,1353,0.004933999999593652,2684.886225,335.98952,949.0977461735764,169.125,326.1890063401016,64.0,17,20,943,118.05882352941177,normal,943.0,234.0,20.0,20.0
920,8192,49856,443,215.0,10,564,0.0033480000001873127,5.089771999999812,0.7092695555555919,1.6477977957307133,56.4,68.11460929932726,10,4720,8.099999968180782e-05,2684.888265,269.1225256,848.8151773594805,472.0,672.2321027740344,64.0,20,20,1440,264.2,normal,1440.0,215.0,20.0,20.0
921,8192,49857,443,214.0,12,1019,0.0038060000001678414,9.911137000000052,1.6180485454545468,3.106419602826317,84.91666666666667,135.51347355577423,16,6486,3.400000014153193e-05,2684.866316,168.9152850625,670.9256955259923,405.375,568.2316282409255,64.0,28,20,1440,268.0357142857143,normal,1440.0,466.0,20.0,20.0
922,8192,49858,443,217.0,24,2103,0.003967999999986205,10.10408299999972,4.254311608695666,4.7135293120776645,87.625,146.41388996237018,27,7296,3.100000003541936e-05,2684.89726,103.06288133333334,516.0054220651558,270.22222222222223,470.50932577476686,64.0,51,20,1440,184.29411764705884,normal,1440.0,468.0,20.0,20.0
923,8192,49859,443,216.0,11,585,0.00038099999983387534,6.523246000000199,0.8461668999999802,2.013919127998613,53.18181818181818,65.79182043661382,13,5134,7.200000027296483e-05,2685.254163,207.20519461538464,744.5633789688447,394.92307692307685,569.1817901658575,64.0,24,20,1440,238.29166666666663,normal,1440.0,216.0,20.0,20.0
924,8192,49860,443,209.0,11,578,0.0029300000001057924,4.647958000000017,0.6598206000000119,1.4142665668634742,52.54545454545455,64.07084147467337,14,4943,3.599999990910874e-05,2688.4679309999997,192.4834825,718.3949170973152,353.07142857142856,592.1428445499013,77.64285714285714,25,20,1440,220.84,normal,1440.0,209.0,20.0,20.0
925,8192,49861,80,443.0,20,1269,0.005588999999872613,10.08996100000013,6.4264755263157936,4.807759219293461,63.45,129.82882455067724,21,4490,4.600000011123484e-05,2688.859548,133.85496776190476,585.4445763025957,213.80952380952385,439.1986588148487,64.0,41,20,1440,140.46341463414637,normal,1440.0,443.0,20.0,20.0
926,8192,49862,80,20.0,4,92,0.010785999999825435,6.860947000000124,2.2948620000000424,3.9543457408959015,23.0,6.0,3,64,0.006994000000304368,2688.86465,898.5787583333334,1550.4368536711966,21.33333333333333,2.309401076758503,64.0,7,20,32,22.285714285714285,normal,24.0,32.0,20.0,20.0
927,8192,49863,80,443.0,8,1018,0.010569999999916035,1.4690980000000309,0.32549271428570137,0.5166059963769547,127.25,194.9291079927704,9,4250,7.899999991423101e-05,2688.864538,299.0001223333333,896.1993230894309,472.22222222222223,577.5518976199843,64.0,17,20,1440,309.88235294117646,normal,1440.0,443.0,20.0,20.0
928,8192,49864,80,20.0,4,92,0.00690100000019811,7.2248199999999105,2.415230666666806,4.165228044502325,23.0,6.0,3,64,0.010192000000188273,2690.946264,899.3947323333333,1551.5333355156365,21.33333333333333,2.309401076758503,64.0,7,20,32,22.285714285714285,normal,24.0,32.0,20.0,20.0
929,8192,49865,80,20.0,4,92,0.013532999999824824,7.218656999999894,2.4161399999999653,4.159101942717741,23.0,6.0,3,64,0.012683999999808291,2690.956667000001,899.3971626666665,1551.5402306187436,21.33333333333333,2.309401076758503,64.0,7,20,32,22.285714285714285,normal,24.0,32.0,20.0,20.0
930,8192,49866,80,20.0,4,92,0.01535699999976714,7.1845250000001215,2.406394333333234,4.137983009823858,23.0,6.0,3,64,0.01275500000019747,2690.989181,899.397132,1551.5683770957944,21.33333333333333,2.309401076758503,64.0,7,20,32,22.285714285714285,normal,24.0,32.0,20.0,20.0
931,8192,49867,80,20.0,4,92,0.015350000000125876,7.180961000000025,2.404722666666657,4.136343921129453,23.0,6.0,3,64,0.012946000000283677,2690.9891079999998,899.3956699999999,1551.5695745745193,21.33333333333333,2.309401076758503,64.0,7,20,32,22.285714285714285,normal,24.0,32.0,20.0,20.0
932,8192,49868,443,217.0,13,4272,0.0,9.710215999999946,1.0046182499999834,2.7535354430763754,328.61538461538464,551.7331085560509,15,6129,4.3000000005122274e-05,2691.514041,180.23587073333331,694.7288670439315,408.6,587.5324671879845,64.0,28,20,1480,371.46428571428567,normal,1440.0,1480.0,20.0,20.0
933,8192,49869,443,217.0,10,566,0.0027850000001308213,5.308089000000108,0.7472940000000361,1.7257485960547272,56.6,68.63300145621557,11,5091,8.600000001024456e-05,2691.520522,245.29165345454547,811.3240186010163,462.8181818181818,637.1337093863137,64.0,21,20,1440,269.3809523809524,normal,1440.0,217.0,20.0,20.0
934,8192,49870,443,537.0,9,2132,0.005418000000190659,9.687994999999773,1.2909121250000342,3.3946679178807924,236.88888888888889,464.89930211940634,11,2196,7.499999992433004e-05,2694.824877,245.92023890909093,812.2152882522226,199.63636363636363,424.20473187537004,64.0,20,20,1440,216.4,normal,1440.0,1392.0,20.0,20.0
935,8192,49871,443,213.0,12,782,0.0010139999999410065,0.2283330000000205,0.06950536363633959,0.08034028353986873,65.16666666666667,75.16628031883509,17,5260,7.099999993442907e-05,2695.0617190000007,158.57602717647057,653.6374051492737,309.4117647058824,544.1353299988351,75.23529411764707,29,20,1440,208.3448275862069,normal,1440.0,213.0,20.0,20.0
936,8192,49872,443,213.0,12,782,0.002054000000043743,0.2512010000000373,0.07010136363636445,0.0794608762791534,65.16666666666667,75.16628031883509,16,5240,7.199999981821747e-05,2695.07365,168.4878088125,673.7562279661832,327.5,558.4883167981225,75.9375,28,20,1440,215.07142857142856,normal,1440.0,213.0,20.0,20.0
937,8192,49873,443,213.0,28,2352,0.000499000000218075,10.089976000000208,5.6029901481481446,4.8087651839965115,84.0,166.29981848946687,30,8258,3.999999989900971e-05,2696.210095,94.91516536666668,491.329651387162,275.26666666666665,513.2777653160285,64.0,58,20,1440,182.93103448275863,normal,1440.0,681.0,20.0,20.0
938,8192,49874,443,213.0,10,800,0.0004030000000057044,4.753974999999628,0.6380022222221869,1.5485010000387636,80.0,116.02968968711795,11,5916,0.0,2696.4475780000002,245.6497386363636,812.8390612324613,537.8181818181819,703.3347450797263,64.0,21,20,1440,319.8095238095238,normal,1440.0,362.0,20.0,20.0
939,8192,49875,80,449.0,17,792,0.002866000000267377,10.100558000000092,7.520019937500024,4.4014281940500535,46.58823529411765,103.73587784822172,16,1258,0.00520799999958399,2697.635857,176.121915875,672.4154054758519,78.625,233.43546574303286,64.0,33,20,954,62.12121212121213,normal,954.0,449.0,20.0,20.0
940,8192,49876,80,449.0,17,792,0.0017480000001341978,10.086583999999675,7.519504750000008,4.402032154099,46.58823529411765,103.73587784822172,16,1258,0.006046999999853142,2697.642602,176.121637875,672.4172838666573,78.625,233.43546574303286,64.0,33,20,954,62.12121212121213,normal,954.0,449.0,20.0,20.0
941,8192,49877,80,20.0,4,92,0.012841000000207714,6.4380559999999605,2.1562310000000857,3.7081700521920777,23.0,6.0,3,64,0.00853400000005422,2697.666506,901.3721776666664,1555.6398462504903,21.33333333333333,2.309401076758503,64.0,7,20,32,22.285714285714285,normal,24.0,32.0,20.0,20.0
942,8192,49878,443,537.0,11,3372,0.008268000000043685,9.71905199999992,1.080465099999992,3.036852416326622,306.54545454545456,517.1772159785007,14,4147,2.9999999696883613e-05,2710.1200519999998,194.34976457142858,724.0933154136521,296.2142857142857,505.06498874614425,64.0,25,20,1440,300.76,normal,1440.0,1318.0,20.0,20.0
943,8192,49879,443,209.0,26,1945,0.0016239999999925205,10.114294999999856,5.534691599999987,4.898410762926369,74.80769230769229,142.4797583464456,27,6243,0.00010100000008606004,2710.119951,105.49854344444445,520.5613711098956,231.22222222222226,460.52005162502746,64.0,53,20,1440,154.49056603773585,normal,1440.0,559.0,20.0,20.0
944,8192,49880,443,209.0,10,590,0.003360999999586056,5.604861000000256,0.7192269999999957,1.835644884782493,59.0,71.94133412410112,11,4242,7.199999981821747e-05,2710.134773,246.96114581818185,816.9441295565654,385.6363636363636,600.482518101447,64.0,21,20,1440,230.09523809523807,normal,1440.0,209.0,20.0,20.0
945,8192,49881,443,537.0,9,2029,0.02125900000010006,9.713748000000123,1.3495980000000145,3.3827028374587034,225.44444444444446,433.08893749180174,11,2227,8.70000003487803e-05,2710.134594,247.35488954545448,816.8170351453571,202.45454545454547,425.4776994476594,64.0,20,20,1440,212.8,normal,1440.0,1289.0,20.0,20.0
946,8192,49882,443,537.0,8,771,0.0005320000000210712,5.623182000000268,0.9393684285714048,2.0721392114024235,96.375,179.01710812098378,7,285,5.3000000207248383e-05,2711.058793,388.22858414285713,1024.2738667019007,40.714285714285715,53.0619583936687,64.0,15,20,537,70.4,normal,161.0,537.0,20.0,20.0
947,8192,49883,443,537.0,8,771,0.00042699999994511023,5.624638000000231,0.9406718571428556,2.0744046530893963,96.375,179.01710812098378,7,285,5.5999999858613585e-05,2711.0617469999997,388.22982171428566,1024.2746213544458,40.714285714285715,53.0619583936687,64.0,15,20,537,70.4,normal,161.0,537.0,20.0,20.0
948,8192,49884,443,537.0,11,1360,0.011530999999649794,5.367610000000242,0.7328527000000122,1.6357044048198186,123.63636363636364,200.0971127864032,14,5468,8.299999990413198e-05,2711.0725399999997,194.16866107142846,724.4162292412341,390.57142857142856,578.1269110452525,64.0,25,20,1440,273.12,normal,1440.0,537.0,20.0,20.0
949,8192,49885,443,537.0,8,771,0.001457999999729509,5.694649000000028,0.9378141428571456,2.1039094116247443,96.375,179.01710812098378,7,285,0.0011749999998755813,2711.072447,388.2294645714286,1024.2795607189944,40.714285714285715,53.0619583936687,64.0,15,20,537,70.4,normal,161.0,537.0,20.0,20.0
950,8192,49886,443,537.0,11,906,0.0009609999997337582,5.798201000000062,0.7081107999999858,1.797420512352396,82.36363636363636,155.3990171959094,14,5154,6.499999972220394e-05,2711.586418,194.18744335714283,724.5590036969032,368.1428571428572,555.4230344996031,77.64285714285714,25,20,1440,242.4,normal,1440.0,537.0,20.0,20.0
951,8192,49887,443,537.0,18,1356,0.0004109999999855063,64.3241619999999,11.602147000000004,24.98691660620829,75.33333333333333,121.83885210536474,19,864,7.70000001466542e-05,2728.029698,153.96037678947368,623.7926015799493,45.47368421052632,40.33521816677584,74.05263157894737,37,20,537,60.0,normal,166.0,537.0,20.0,20.0
952,8192,49888,443,217.0,12,4302,0.0,9.99944400000004,0.9403805454545694,3.0047567551544176,358.5,571.6237637403883,15,6129,6.79999998283165e-05,2738.246896,183.23686506666667,706.8269062411473,408.6,586.2411497961276,64.0,27,20,1480,386.33333333333326,normal,1440.0,1480.0,20.0,20.0
953,8192,49889,443,217.0,10,566,0.0008090000001175213,5.600688999999875,0.6884794444444096,1.8450887606313584,56.6,68.63300145621557,11,5091,5.700000019714937e-05,2738.25713,249.4929153636364,825.4315823656086,462.8181818181818,638.7968093504879,64.0,21,20,1440,269.3809523809524,normal,1440.0,217.0,20.0,20.0
954,8192,49890,443,215.0,17,1381,0.0034120000000257282,10.02889899999991,3.869794562500005,4.889301640954648,81.23529411764707,173.76511783574568,20,4819,8.099999968180782e-05,2742.59508,140.21643154999998,612.5536272364493,240.95,469.5081945364129,64.0,37,20,1440,167.5675675675676,normal,1440.0,722.0,20.0,20.0
955,8192,49891,443,217.0,63,7844,0.0010529999999562278,67.5020169999998,14.728558161290323,25.24920491533359,124.50793650793648,170.46888591478555,82,9372,5.400000009103678e-05,2744.265488,44.60256870731707,302.67084365554774,114.29268292682929,254.7335324184707,64.0,145,20,1440,118.73103448275862,normal,1440.0,730.0,20.0,20.0
956,8192,49892,443,217.0,21,1558,0.00041999999984909664,63.840748000000076,9.86117855,23.13110894835888,74.19047619047619,90.92943365468578,25,5489,8.099999968180782e-05,2744.265488,117.65872208,547.611165651606,219.56,442.57900236379646,64.0,46,20,1440,153.19565217391303,normal,1440.0,394.0,20.0,20.0
957,8192,49893,443,253.0,9,1102,0.002753000000211614,4.799731000000065,0.8088690000000156,1.6348705682373972,122.44444444444444,183.64851694957343,9,1024,0.0010520000000724394,2813.654114,313.3280670000001,937.6236565971006,113.77777777777777,220.74576880303832,64.0,18,20,681,118.11111111111113,normal,681.0,569.0,20.0,20.0
958,8192,49894,80,359.0,17,702,0.0062749999997322465,10.064955999999713,7.546090499999992,4.39687400224593,41.29411764705883,81.91746204708305,16,1111,0.008480999999846972,2815.104567000001,183.48944475,701.7751884738167,69.4375,196.6858641760172,64.0,33,20,807,54.93939393939394,normal,807.0,359.0,20.0,20.0
959,8192,49895,443,206.0,47,4681,0.0003390000001672888,10.104578999999829,3.1781193478260894,4.469840125781113,99.59574468085108,245.8565912473356,85,81002,2.9999999696883613e-05,2816.715278,34.85695897647059,305.34876798298575,952.9647058823532,641.9451179452816,64.0,132,20,1440,649.1136363636364,normal,1440.0,1120.0,20.0,20.0
960,8192,49896,443,209.0,20,1679,0.002882999999656022,9.80933099999993,1.0040586842105288,2.4241491960658044,83.95,119.55332437210207,41,37544,3.0000000151630957e-05,2818.59332,69.20984014634146,440.1195504822149,915.7073170731708,633.4421537876383,64.0,61,20,1440,643.0,normal,1440.0,342.0,20.0,20.0
961,8192,49897,443,211.0,17,1382,0.005633000000216271,10.08777999999984,4.178477624999998,4.789713167931471,81.29411764705883,174.7297072287231,20,7490,3.100000003541936e-05,2818.6167570000002,144.26958770000005,629.4924571730911,374.5,574.0990653555406,64.0,37,20,1440,239.7837837837837,normal,1440.0,727.0,20.0,20.0
962,8192,49898,443,209.0,12,887,0.0038789999998698477,10.008158000000094,1.5301433636363568,3.1594264330913395,73.91666666666667,103.8438148316397,20,12447,3.199999991920777e-05,2818.654504,141.77036585000005,630.0777888480362,622.35,689.2852342902223,64.0,32,20,1440,416.6875,normal,1440.0,339.0,20.0,20.0
963,8192,49899,443,209.0,64,3599,0.0012940000001435696,10.068643000000067,0.4713964761904713,1.6150533918482968,56.234375,100.04026842996616,153,188753,3.0000000151630957e-05,2818.651531,18.616226568627454,227.861219263185,1233.6797385620914,421.6857094416405,64.0,217,20,1440,886.4147465437787,normal,1440.0,392.0,20.0,20.0
964,8192,49900,443,209.0,13,907,0.0025580000001355074,9.824914000000263,1.403023,2.979580934750189,69.76923076923077,100.5411639132233,16,7181,2.9000000267842548e-05,2818.65821,177.213941625,704.3902337565567,448.8125,608.2587408606089,64.0,29,20,1440,278.8965517241379,normal,1440.0,339.0,20.0,20.0
965,8192,49901,443,209.0,13,945,0.0039120000001275895,9.786000999999942,1.3966704999999895,2.969897015342053,72.69230769230771,109.2004156092401,16,7992,3.80000001314329e-05,2818.692569000001,177.2109006875,704.4001970846996,499.5,649.0028248526094,64.0,29,20,1440,308.17241379310343,normal,1440.0,377.0,20.0,20.0
966,8192,49902,443,211.0,17,1391,0.0018290000002707527,10.11230099999966,4.1712464375000025,4.802316847268778,81.82352941176471,176.8096558781921,20,7464,3.599999990910874e-05,2818.713332,144.26886185,629.5154152618562,373.2,573.8923977633143,64.0,37,20,1440,239.3243243243243,normal,1440.0,736.0,20.0,20.0
967,8192,49903,443,209.0,10,558,0.00278600000001461,4.115056000000095,0.6371586666666897,1.3319636873607388,55.8,66.57126507235185,12,6547,0.0001540000002933084,2818.757012,235.36784891666665,813.557551063665,545.5833333333334,649.7526044347163,64.0,22,20,1440,322.95454545454544,normal,1440.0,209.0,20.0,20.0
968,8192,49904,443,209.0,34,5629,0.0019950000000790173,10.066411999999673,2.657137363636359,4.193137534640713,165.55882352941177,355.4255828155678,48,37810,3.100000003541936e-05,2818.794525,60.55101360416666,406.6056275864381,787.7083333333335,661.7933713116631,64.0,82,20,1440,529.7439024390244,normal,1440.0,1362.0,20.0,20.0
969,8192,49905,443,209.0,11,578,0.0006220000000212168,5.736898999999994,0.7511071000000357,1.7809830380643448,52.54545454545455,64.07084147467337,12,6836,2.79999999293068e-05,2818.897809,235.53134649999998,813.5512551735234,569.6666666666666,665.7336804859233,64.0,23,20,1440,322.3478260869565,normal,1440.0,209.0,20.0,20.0
970,8192,49906,443,219.0,17,1023,0.000998999999865191,10.214292000000114,3.824921187499996,4.909952826280249,60.17647058823529,95.02186280938038,20,8179,6.79999998283165e-05,2821.729744,144.14333205,630.2553150453657,408.95,613.9222027689108,64.0,37,20,1440,248.70270270270268,normal,1440.0,361.0,20.0,20.0
971,8192,49908,443,209.0,39,1800,0.0009979999999814027,9.957142999999633,0.6622856842105217,2.2867914480671803,46.153846153846146,83.42962318200591,108,133876,2.9999999696883613e-05,2827.660606,26.41440391666667,272.0727420647974,1239.5925925925924,422.12322772369424,64.0,147,20,1440,922.9659863945578,normal,1440.0,367.0,20.0,20.0
972,8192,49909,443,211.0,13,1919,0.0005580000001828012,2.213481000000229,0.2480223333333621,0.6240319458746812,147.61538461538458,241.7762527839664,17,9390,6.299999995462713e-05,2830.7477510000012,166.68382947058825,686.5137632165889,552.3529411764706,627.3356299837104,75.23529411764707,30,20,1440,376.9666666666666,normal,1440.0,759.0,20.0,20.0
973,8192,49910,443,215.0,14,1222,0.0017960000000130094,10.093010999999931,3.5902491538461336,4.614818018548177,87.2857142857143,136.74087148349588,15,3875,8.600000001024456e-05,2830.80322,191.82744693333333,730.0640189382193,258.3333333333333,465.5237705556838,64.0,29,20,1440,175.75862068965515,normal,1440.0,409.0,20.0,20.0
974,8192,49911,443,215.0,14,1254,0.002555000000029395,10.106174999999896,3.6996099999999807,4.566717700514079,89.57142857142857,142.67106562661178,15,3715,8.099999968180782e-05,2830.9986910000002,191.9352605333333,730.0881127468622,247.66666666666663,457.30056803355217,64.0,29,20,1440,171.34482758620692,normal,1440.0,441.0,20.0,20.0
975,8192,49912,80,470.0,19,1303,0.0017219999999724678,10.08795199999986,6.694677388888901,4.8372189895389495,68.57894736842105,141.4835348840099,22,4882,3.3999999686784583e-05,2831.583293,134.18480681818184,602.4926861224043,221.9090909090909,437.7071111502704,64.0,41,20,1440,150.85365853658536,normal,1440.0,470.0,20.0,20.0
976,8192,49913,80,20.0,4,92,0.009441000000151693,6.484364999999797,2.1693043333333057,3.73695288445656,23.0,6.0,3,64,0.006546000000071217,2831.8364309999997,946.1113453333336,1633.0890472541998,21.33333333333333,2.309401076758503,64.0,7,20,32,22.285714285714285,normal,24.0,32.0,20.0,20.0
977,8192,49914,80,20.0,4,92,0.009140000000115832,6.486656999999923,2.169825333333241,3.7384865760602146,23.0,6.0,3,64,0.008734000000004016,2831.839476,946.1130463333334,1633.0902088894384,21.33333333333333,2.309401076758503,64.0,7,20,32,22.285714285714285,normal,24.0,32.0,20.0,20.0
978,8192,49915,443,242.0,11,611,0.0009260000001631852,6.908582999999907,0.7444738000000143,2.1679809573885445,55.54545454545455,72.36485837250514,15,6077,5.299999975250103e-05,2834.5453899999998,189.4643485333333,731.7419619037137,405.13333333333327,604.8770674002005,76.73333333333333,26,20,1440,257.23076923076917,normal,1440.0,242.0,20.0,20.0
979,8192,49916,443,537.0,23,1983,0.0004909999997835257,10.11136600000009,5.743847909090907,4.940526879386244,86.21739130434781,211.07494501021952,25,1485,5.399999963628943e-05,2836.5607609999997,118.51413676,566.2808265589648,59.4,143.65090787507518,71.64,48,20,920,72.25,normal,736.0,920.0,20.0,20.0
980,8192,49917,443,537.0,9,1106,0.0029420000000754953,10.004535000000033,1.9494585000000484,3.6837564801226734,122.88888888888887,191.6327506224109,11,1839,0.00010000000020227162,2837.733734,259.38645227272724,855.146974027969,167.1818181818182,424.6751271694207,64.0,20,20,1440,147.25,normal,1440.0,537.0,20.0,20.0
981,8192,49918,443,537.0,10,1126,0.002034000000094237,9.877138000000286,1.7327678888889042,3.4435200911361097,112.6,183.5793500853997,12,4269,7.60000002628658e-05,2837.7513120000012,237.77267791666668,818.7867068438402,355.75,573.9544050627272,64.0,22,20,1382,245.22727272727272,normal,1382.0,537.0,20.0,20.0
982,8192,49919,443,537.0,7,751,0.000398000000132015,5.486803000000236,0.9802554999999604,2.2091021189574,107.28571428571428,190.4658449571421,7,300,5.899999996472616e-05,2837.823494,406.23215128571434,1072.2329031646657,42.857142857142854,58.72940368455018,64.0,14,20,537,75.07142857142857,normal,176.0,537.0,20.0,20.0
983,8192,49920,443,221.0,38,3144,0.0007230000001072767,64.31630399999995,5.346632432432425,17.44990142265699,82.73684210526315,82.43676830235741,52,13192,4.100000023754545e-05,2838.7515489999996,58.39535951923077,393.40815965367113,253.6923076923077,425.2634034249942,64.0,90,20,1440,181.51111111111112,normal,1440.0,305.0,20.0,20.0
984,8192,49921,443,213.0,15,1209,0.016599000000041997,10.0728509999999,4.489579142857143,4.935176667887504,80.6,127.25834241528416,16,4030,3.100000003541936e-05,2838.801077,181.3497055,708.6697414437218,251.875,485.33876485055947,64.0,31,20,1440,169.0,normal,1440.0,377.0,20.0,20.0
985,8192,49922,443,203.0,25,1364,0.0007070000001476727,10.368649000000003,5.379603875000004,4.9308287290380335,54.56,106.18815062582705,27,6433,3.9000000015221297e-05,2838.80102,109.92040829629627,545.3941013011877,238.2592592592593,455.6691269730189,64.0,52,20,1440,149.94230769230768,normal,1440.0,520.0,20.0,20.0
986,8192,49923,443,213.0,17,1654,0.0006410000000869331,10.091791999999712,4.032910249999986,4.756741534185597,97.29411764705885,146.68664079675182,19,4687,7.000000005064066e-05,2838.814466,152.80375036842105,650.4632323420359,246.6842105263157,447.55496901765895,64.0,36,20,1440,176.13888888888889,normal,1440.0,425.0,20.0,20.0
987,8192,49924,443,203.0,25,1365,0.0013049999997747366,10.075289999999768,5.379495333333334,4.867998566047729,54.6,106.37081366615564,27,6433,4.199999966658652e-05,2838.8049170000004,109.92052296296295,545.3943628457844,238.2592592592593,455.6691269730189,64.0,52,20,1440,149.96153846153842,normal,1440.0,521.0,20.0,20.0
988,8192,49925,443,213.0,16,1277,0.0003270000001975859,10.101167999999687,4.284296733333334,4.837841568272537,79.8125,131.94605905444843,17,4114,8.500000012645614e-05,2839.074995,170.78065929411758,687.6197336151796,242.0,468.8959106240957,64.0,33,20,1440,163.36363636363637,normal,1440.0,425.0,20.0,20.0
989,8192,49926,443,213.0,10,800,0.0002990000002682791,5.138989999999922,0.7187313333333301,1.664665725537982,80.0,116.02968968711795,10,3324,9.300000010625808e-05,2839.074901,284.5477284,897.5708637128763,332.4,587.4014716434483,64.0,20,20,1440,206.2,normal,1440.0,362.0,20.0,20.0
990,8192,49927,443,203.0,10,552,0.006600999999591295,5.147319000000152,0.7171048888888739,1.6688448421271298,55.2,65.04664992654632,11,5658,8.500000012645614e-05,2839.088435,258.67902454545447,855.8264382477709,514.3636363636364,651.6998193535537,64.0,21,20,1440,295.7142857142857,normal,1440.0,203.0,20.0,20.0
