id,forward_packets,forward_total_bytes,Min_forward_inter_arrival_time_difference,Max_forward_inter_arrival_time_difference,Mean_forward_inter_arrival_time_difference,STD_forward_inter_arrival_time_difference,Mean_forward_packets,STD_forward_packets,backward_packets,backward_total_bytes,Min_backward_inter_arrival_time_difference,Max_backward_inter_arrival_time_difference,Mean_backward_inter_arrival_time_difference,STD_backward_inter_arrival_time_difference,Mean_backward_packets,STD_backward_packets,Mean_backward_TTL_value,Total_packets,Minimum_packet_size,Maximum_packet_size,Mean_packet_size,class,Maximum_backward_packet,Maximum_forward_packet,Minimum_backward_packet,Minimum_forward_packet
1,24,1348,0.0020629999999073334,10.168155999999726,5.695160260869512,4.822770220297616,56.166666666666664,106.53950753906584,26,8466,3.899999865097925e-05,10937.748222,425.7194501923077,2144.046970062107,325.61538461538464,563.6371227605986,64,50,20,1440,196.28,normal,1440.0,504.0,20.0,20.0
2,15,1220,0.0021029999988968484,10.133654000001115,4.362266214285747,5.072413674322745,81.33333333333333,149.8273609700114,19,6017,7.200000072771218e-05,9386.945734,497.26118468421055,2152.740470380966,316.6842105263158,531.8336260974415,64,34,20,1440,212.85294117647058,normal,1440.0,571.0,20.0,20.0
3,5,209,0.002140000000011355,0.25596399999999164,0.07038550000000043,0.12393226339281133,41.8,42.357998064120075,5,353,0.00015199999999992997,105.647675,21.183705800000002,47.21691471330263,70.6,110.92249546417536,64,10,20,269,56.2,normal,269.0,117.0,20.0,20.0
4,11,592,0.002028999999311054,5.186263000001418,0.8794371999998475,1.5819477090617873,53.81818181818182,67.5349067991038,14,7621,4.3000000005122274e-05,10939.04811,781.987191,2923.403584135551,544.3571428571429,676.3009806909321,64,25,20,1440,328.52,normal,1440.0,223.0,20.0,20.0
5,140,6198,0.0010880000008910429,10.332580000000235,1.0313605179856122,3.0111030710793645,44.27142857142857,89.48669310321405,287,209742,0.0,9391.230951,33.221488219512196,554.3214444475755,730.8083623693379,672.242501355818,64.66550522648083,427,20,1440,505.7142857142857,normal,1440.0,537.0,20.0,20.0
6,4,92,0.008544000000256347,0.9107769999991433,0.3122316666667757,0.5183742656280974,23.0,6.0,3,64,0.01428699999996752,10939.090062,3646.672888333333,6315.418543422475,21.333333333333332,2.309401076758503,64,7,20,32,22.285714285714285,normal,24.0,32.0,20.0,20.0
7,88,4969,0.0010009999999738284,11.236945999999989,8.290884471264366,3.717331573088635,56.46590909090909,94.483587197665,90,8151,0.001007999999956155,186.476234,10.086412744444445,19.203837448147798,90.56666666666666,189.22533086956574,64,178,20,597,73.70786516853933,normal,597.0,305.0,20.0,20.0
8,31,2593,0.0004380000009405194,10.200932999998258,4.568690066666689,4.932618430771245,83.64516129032258,137.1747178812716,38,12736,7.60000002628658e-05,9391.538727,250.75213726315792,1522.9152238630902,335.1578947368421,501.90025531706993,69.02631578947368,69,20,1440,222.15942028985506,normal,1440.0,537.0,20.0,20.0
9,13,803,0.002232999999250751,2.1478880000013305,0.6388263333333271,0.8602377258977745,61.76923076923077,73.22130137029096,15,5580,8.800000068731606e-05,10942.369774,729.9973522,2825.1678706005764,372.0,579.89444852367,76.73333333333333,28,20,1440,227.96428571428572,normal,1440.0,214.0,20.0,20.0
10,62,3604,0.001441000000340864,10.19713899999988,2.342753360655747,4.196086527601989,58.12903225806452,110.82396081557184,135,106543,2.9000000722589903e-05,9391.707523,70.62653543703703,808.2234729319572,789.2074074074075,666.8845711875515,65.41481481481482,197,20,1440,559.1218274111675,normal,1440.0,537.0,20.0,20.0
11,13,803,0.0005729999993491219,2.0339160000003176,0.6366464166667356,0.8252845037212531,61.76923076923077,73.22130137029096,16,5600,3.5999999454361387e-05,10942.370775,684.371949875,2735.4664846342002,350.0,561.1269612722834,75.9375,29,20,1440,220.79310344827587,normal,1440.0,214.0,20.0,20.0
12,38,2494,0.00034700000105658546,10.198347000001377,3.8315188918918834,4.859190298917321,65.63157894736842,108.81335894055486,54,28387,3.80000001314329e-05,9392.825275,176.56607614814817,1277.845203309559,525.6851851851852,618.8787129040828,67.53703703703704,92,20,1440,335.6630434782609,normal,1440.0,366.0,20.0,20.0
13,13,803,0.0018629999995027902,2.0863870000011957,0.638753749999978,0.8308427150514939,61.76923076923077,73.22130137029096,15,5580,4.3000000005122274e-05,10942.380681,729.9987408,2825.1705035733135,372.0,579.89444852367,76.73333333333333,28,20,1440,227.96428571428572,normal,1440.0,214.0,20.0,20.0
14,17,1034,0.001197999999988042,10.016207000000009,3.8991616874999995,4.864536926648286,60.8235294117647,96.50986691403479,19,3755,0.00012699999999199463,188.174004,13.177549315789474,42.63049323402287,197.6315789473684,444.16340968490863,64,36,20,1440,133.02777777777777,normal,1440.0,366.0,20.0,20.0
15,28,1899,0.0006899999989400385,10.094970000000103,4.9995595555556065,4.989629090460011,67.82142857142857,125.47216116538851,32,9458,3.000000106112566e-05,9393.648292,297.76894025,1659.8156485321551,295.5625,502.9512858794,69.96875,60,20,1440,189.28333333333333,normal,1440.0,537.0,20.0,20.0
