,# forward packets,# forward total bytes,Min forward inter arrival time difference,Max forward inter arrival time difference,Mean forward inter arrival time difference,STD forward inter arrival time difference,Mean forward packets,STD forward packets,# backward packets,# backward total bytes,Min backward inter arrival time difference,Max backward inter arrival time difference,Mean backward inter arrival time difference,STD backward inter arrival time difference,Mean backward packets,STD backward packets,Mean backward TTL value,# Total packets,Minimum packet size,Maximum packet size,Mean packet size,Label,Maximum backward packet,Maximum forward packet,Minimum backward packet,Minimum forward packet
10,13,803,0.0005729999993491219,2.0339160000003176,0.6366464166667356,0.8252845037212531,61.76923076923077,85.20563361656318,16,5600,3.5999999454361387e-05,10942.370775,684.371949875,2735.4664846342002,350.0,,75.9375,29,20,20,220.79310344827587,normal,20.0,0.0,20.0,20.0
11,38,2494,0.00034700000105658546,10.198347000001377,3.8315188918918834,4.859190298917321,65.63157894736842,69.4612022175343,54,28387,3.80000001314329e-05,9392.825275,176.56607614814817,1277.845203309559,525.6851851851852,,67.53703703703704,92,20,20,335.6630434782609,normal,20.0,0.0,20.0,20.0
12,13,803,0.0018629999995027902,2.0863870000011957,0.638753749999978,0.8308427150514939,61.76923076923077,94.07595715317338,15,5580,4.3000000005122274e-05,10942.380681,729.9987408,2825.1705035733135,372.0,,76.73333333333333,28,20,20,227.96428571428572,normal,20.0,0.0,20.0,20.0
13,17,1034,0.001197999999988042,10.016207000000009,3.8991616874999995,4.864536926648286,60.8235294117647,41.86816467551926,19,3755,0.00012699999999199463,188.174004,13.177549315789474,42.63049323402287,197.6315789473684,,64.0,36,20,20,133.02777777777777,normal,20.0,0.0,20.0,20.0
14,28,1899,0.0006899999989400385,10.094970000000103,4.9995595555556065,4.989629090460011,67.82142857142857,49.49248603975316,32,9458,3.000000106112566e-05,9393.648292,297.76894025,1659.8156485321551,295.5625,,69.96875,60,20,20,189.28333333333333,normal,20.0,0.0,20.0,20.0
15,12,783,0.00038700000004610047,2.1052979999985837,0.6930691818182492,0.8716928856599047,65.25,96.00275538955216,14,5560,3.80000001314329e-05,10942.382608,782.1385604999999,2924.31953398511,397.14285714285717,,64.0,26,20,20,243.96153846153845,normal,20.0,0.0,20.0,20.0
16,28,2300,0.006837000000018634,10.016632000000016,6.4524087037037035,4.497820445423862,82.14285714285714,24.496147135616976,28,4124,0.005673999999999069,188.936913,12.968937214285715,34.771132748964746,147.28571428571428,,64.0,56,20,20,114.71428571428571,normal,20.0,0.0,20.0,20.0
17,26,1535,0.0003370000013092067,10.100280000000566,5.3564756399999895,5.02119831255359,59.03846153846154,41.42467226451191,33,8393,8.600000001024455e-05,9394.718103,288.74557590909086,1634.689462873659,254.33333333333334,,69.78787878787878,59,20,20,168.27118644067798,normal,20.0,0.0,20.0,20.0
18,24,2199,0.0014360000004671747,68.89357000000018,8.885751086956509,22.707593763141528,91.625,25.116678955306803,32,5115,7.299999924725853e-05,9398.763341,300.0974719375,1660.432477596684,159.84375,,69.96875,56,20,20,130.60714285714286,normal,20.0,0.0,20.0,20.0
19,4,92,0.02186499999879743,1.7787129999996978,0.639603999999963,0.9876733931065836,23.0,0.9428090415820625,3,64,0.01777799999945273,10942.443338,3648.081013333333,6317.103139152482,21.333333333333332,,64.0,7,20,20,22.285714285714285,normal,20.0,0.0,20.0,20.0
20,11,592,0.0003070000000207074,4.993207999999981,0.6290769000000012,1.5433550060329497,53.81818181818182,68.26056644188114,13,3334,4.500000000007276e-05,189.397685,15.038444307692307,52.40778164099345,256.46153846153845,,78.6923076923077,24,20,20,163.58333333333334,normal,20.0,0.0,20.0,20.0
21,4,92,0.023402000000714906,1.7798120000006747,0.6396923333334902,0.9884542983219525,23.0,0.9428090415820625,3,64,0.020649000000048545,10942.445473,3648.083209666667,6317.103085946368,21.333333333333332,,64.0,7,20,20,22.285714285714285,normal,20.0,0.0,20.0,20.0
22,40,4507,0.001164999999673455,68.60111000000143,8.304090230769221,20.428253999455215,112.675,15.595170734875072,51,6644,0.00037599999996018596,9400.815989,190.6793393137255,1315.596272532263,130.27450980392157,,64.0,91,20,20,122.53846153846153,normal,20.0,0.0,20.0,20.0
23,16,993,0.013362000000000762,10.016155999999995,4.172755533333333,4.909107283065147,62.0625,41.793732382762784,19,3749,3.799999998932435e-05,190.023713,13.28605947368421,43.04905173735217,197.31578947368422,,64.0,35,20,20,135.4857142857143,normal,20.0,0.0,20.0,20.0
24,9,558,0.0009959999999864522,4.840750000000014,0.7056278749999976,1.6756951764086723,62.0,123.8,10,3914,4.400000000259752e-05,190.741738,19.6362425,60.14108602859102,391.4,,64.0,19,20,20,235.3684210526316,normal,20.0,0.0,20.0,20.0
25,9,962,0.002270999999382184,4.02403299999969,0.9211163749998832,1.325545572289901,106.88888888888889,7.039588309796857,8,309,0.002327000000150292,10944.282826,1368.950444375,3869.0187676283367,38.625,,64.0,17,20,20,74.76470588235294,normal,20.0,0.0,20.0,20.0
26,11,906,0.0006379999995260732,6.8140910000001895,0.7623544000000038,2.1283139288178092,82.36363636363636,128.282788658018,13,6037,4.3000000005122274e-05,9402.546535,723.8551183076924,2607.622956472177,464.38461538461536,,78.6923076923077,24,20,20,289.2916666666667,normal,20.0,0.0,20.0,20.0
27,7,1727,0.004275999999663327,0.5633600000001024,0.1370551666668689,0.21399775834759213,246.71428571428572,27.21344205666436,8,736,0.0030370000004040776,9405.966909,1175.845836625,3325.471102585099,92.0,,64.0,15,20,20,164.2,normal,20.0,0.0,20.0,20.0
28,17,1334,0.0022719999997207196,10.112941999999748,4.167496812500076,4.719556342925081,78.47058823529412,47.22728975398573,19,4187,7.000000005064066e-05,10944.280429,579.5229397368421,2509.9446932841547,220.3684210526316,,64.0,36,20,20,153.36111111111111,normal,20.0,0.0,20.0,20.0
29,9,558,0.0002959999999916363,4.843522000000007,0.7053767499999992,1.6774718532243513,62.0,123.8,10,3914,4.200000000764703e-05,190.741712,19.6362346,60.141445173460106,391.4,,64.0,19,20,20,235.3684210526316,normal,20.0,0.0,20.0,20.0
30,18,1356,0.000638999999864609,68.40331800000058,12.034722411764639,25.94279756039982,75.33333333333333,5.383935842718626,19,814,5.599999894911889e-05,9406.151925,505.8254673684211,2155.4542722119204,42.8421052631579,,64.0,37,20,20,58.648648648648646,normal,20.0,0.0,20.0,20.0
31,12,1304,0.0026109999998880085,5.215758000000278,0.8813041818182021,1.5101042560005207,108.66666666666667,140.16288073557376,13,6572,7.100000038917642e-05,10944.307635,842.6120925384615,3035.1821017719085,505.53846153846155,,64.0,25,20,20,315.04,normal,20.0,0.0,20.0,20.0
32,25,1218,0.0003770000000145046,10.016774999999996,4.924238166666666,4.909823684420643,48.72,62.682165807001354,40,16458,2.7999999986150215e-05,190.741637,7.722653425,30.01462123238289,411.45,,64.0,65,20,20,271.9384615384615,normal,20.0,0.0,20.0,20.0
33,21,1806,0.0031970000000001164,68.28149699999994,10.213500849999946,24.1921076792884,86.0,8.713420581490166,23,1400,0.0027090000003227033,9406.153163,417.8430253478261,1959.514837895566,60.869565217391305,,64.0,44,20,20,72.86363636363636,normal,20.0,0.0,20.0,20.0
34,10,1230,0.04539199999999255,5.315149999998539,1.0822631111109837,1.6462058350198117,123.0,34.216111467415715,9,1051,0.06201799999871582,10944.313244,1217.1120744444443,3647.7008022269474,116.77777777777777,,64.0,19,20,20,120.05263157894737,normal,20.0,0.0,20.0,20.0
35,9,558,0.00033400000000938235,4.845350999999994,0.7052215000000004,1.6788254083334546,62.0,106.769992998776,11,3934,3.399999999942338e-05,190.748706,17.851680363636362,57.36374007318986,357.6363636363636,,64.0,20,20,20,224.6,normal,20.0,0.0,20.0,20.0
36,12,1309,0.0006700000012642704,4.365925999998581,0.7103090909091737,1.2989996061957032,109.08333333333333,89.05882352941177,17,6396,8.100000013655517e-05,10944.316707,644.2404917058823,2654.269112469388,376.2352941176471,,64.0,29,20,20,265.6896551724138,normal,20.0,0.0,20.0,20.0
37,7,751,0.000577000000703265,6.741479000000254,1.1697554999997617,2.730833214996336,107.28571428571429,1.5163507931514917,7,331,0.0008150000012392411,9406.153111,1344.735281,3554.7520071534623,47.285714285714285,,64.0,14,20,20,77.28571428571429,normal,20.0,0.0,20.0,20.0
38,9,558,0.00024700000000166256,4.892331000000013,0.7003886249999987,1.6986587503837927,62.0,123.8,10,3914,2.7999999986150215e-05,190.756394,19.6334822,60.14751910785599,391.4,,64.0,19,20,20,235.3684210526316,normal,20.0,0.0,20.0,20.0
39,18,1176,0.002156000000468339,65.15326099999947,4.001396588235259,15.760655333456405,65.33333333333333,108.94513879318649,25,13843,4.400000034365803e-05,9406.172396,378.96677067999997,1880.7126903934104,553.72,,64.0,43,20,20,349.27906976744185,normal,20.0,0.0,20.0,20.0
40,33,1378,0.00035699999995131293,10.016005000000007,3.6928515937499995,4.750208661555407,41.75757575757576,81.52307692307693,65,43692,2.4999999993724487e-05,190.756319,4.752400584615385,23.73571461696496,672.1846153846154,,64.0,98,20,20,459.8979591836735,normal,20.0,0.0,20.0,20.0
41,17,1609,0.0018620000009832438,10.083106000000043,4.259270249999986,4.671679931326674,94.6470588235294,54.91862667215519,19,4807,5.500000042957254e-05,10947.298273,579.7576270526316,2510.618604113728,253.0,,64.0,36,20,20,178.22222222222223,normal,20.0,0.0,20.0,20.0
42,17,944,0.004988999999994803,10.016809000000023,7.256335875000001,4.363438962270451,55.529411764705884,6.535659396725016,16,725,0.007813999999996213,190.787575,19.179553375,45.93249177881523,45.3125,,64.0,33,20,20,50.57575757575758,normal,20.0,0.0,20.0,20.0
43,19,1376,0.0012479999986680923,69.37665500000003,11.40473311111115,25.214221665583526,72.42105263157895,5.196266372168224,20,853,0.0026569999990897486,9406.187462,480.5722571,2101.0096460880477,42.65,,73.55,39,20,20,57.15384615384615,normal,20.0,0.0,20.0,20.0
44,50,1720,0.0004260000005160691,10.290328999999474,2.793540999999986,4.452852101000253,34.4,86.17658341414192,129,128352,2.89999989036005e-05,9406.594337,73.98029717829458,828.1159168358263,994.9767441860465,,65.48062015503876,179,20,20,726.659217877095,normal,20.0,0.0,20.0,20.0
45,5,336,0.06643799999983457,2.2747269999999844,1.2323812499998894,1.163335139572766,67.2,0.5773502691896257,4,84,0.3979299999991781,10947.668146,2738.133348,5473.023267210854,21.0,,64.0,9,20,20,46.666666666666664,normal,20.0,0.0,20.0,20.0
46,19,1259,0.009349000000042906,10.016843999999992,6.617732055555558,4.5211539423332825,66.26315789473684,24.03797528137878,18,2144,0.00776899999999614,190.803209,17.217374833333334,43.52895035995052,119.11111111111111,,64.0,37,20,20,91.97297297297297,normal,20.0,0.0,20.0,20.0
47,15,1480,0.0026080000006913906,9.855967999999848,1.0386289285713377,2.586255744182192,98.66666666666667,75.63235294117646,17,5483,8.600000001024455e-05,9406.789534,554.1949487058823,2281.262705295748,322.52941176470586,,64.0,32,20,20,217.59375,normal,20.0,0.0,20.0,20.0
48,36,26112,0.0,58.78336899999999,5.063485,16.640980239183246,725.3333333333334,23.084498844328774,43,7293,2.200000000129876e-05,190.894686,8.560398279069767,32.23794127079162,169.6046511627907,,64.0,79,20,20,422.8481012658228,normal,20.0,0.0,20.0,20.0
49,5,336,0.010953999999401276,2.6664100000016333,1.231444250000095,1.390865202669907,67.2,0.5773502691896257,4,84,0.011147999999593594,10947.670792,2738.13305,5473.025283258926,21.0,,64.0,9,20,20,46.666666666666664,normal,20.0,0.0,20.0,20.0
50,9,791,0.0017900000002555316,7.41820000000007,1.0612166250000428,2.5779696232566947,87.88888888888889,7.660323462854264,9,375,0.001974000000700471,9408.102656,1046.2868114444445,3135.6818698417856,41.666666666666664,,85.22222222222223,18,20,20,64.77777777777777,normal,20.0,0.0,20.0,20.0
51,17,789,0.0058300000000031105,10.016110999999995,7.230363437499999,4.3687230458217154,46.411764705882355,13.619991434162749,16,1164,0.008607000000040443,191.193922,19.1795744375,46.04157983601865,72.75,,64.0,33,20,20,59.18181818181818,normal,20.0,0.0,20.0,20.0
52,9,791,0.0010939999992842786,7.429770000000644,1.0566928749999533,2.5823697911434063,87.88888888888889,7.503188622590588,9,371,7.499999992433004e-05,9408.154091,1046.2877378888888,3135.700814620939,41.22222222222222,,85.22222222222223,18,20,20,64.55555555555556,normal,20.0,0.0,20.0,20.0
53,4,92,0.005837000000013859,5.096132000000011,1.7047446666666701,2.9370293432848733,23.0,0.9428090415820625,3,64,0.0035929999999950724,191.212705,65.43807566666666,108.95380260813879,21.333333333333332,,64.0,7,20,20,22.285714285714285,normal,20.0,0.0,20.0,20.0
54,17,648,0.0011570000006031478,10.146183999999266,7.695708062499989,4.134640866329169,38.11764705882353,9.391984614552985,16,902,0.006515000000945292,10949.504641,692.039460125,2735.3264764772757,56.375,,64.0,33,20,20,46.96969696969697,normal,20.0,0.0,20.0,20.0
55,6,417,0.008364999999685097,2.77797499999906,0.6659299999999349,1.1873037291497948,69.5,58.2,5,682,0.014450999999098713,10949.506627,2190.5654614,4896.397097139938,136.4,,64.0,11,20,20,99.9090909090909,normal,20.0,0.0,20.0,20.0
56,4,92,0.015202999999985423,6.0170730000000106,2.0174749999999997,3.4637543557434993,23.0,0.9428090415820625,3,64,0.004310000000003811,191.325104,65.785746,108.76198088264196,21.333333333333332,,64.0,7,20,20,22.285714285714285,normal,20.0,0.0,20.0,20.0
57,16,1572,0.040570999999545165,10.08607800000027,4.234960466666598,4.858060896050996,98.25,65.01470588235294,17,4761,7.999999979801942e-05,9408.786301,557.1925824705883,2281.008336609447,280.05882352941177,,64.0,33,20,20,191.9090909090909,normal,20.0,0.0,20.0,20.0
58,22,1200,0.00027400000004718095,10.016068999999987,5.495107999999998,4.965160443514801,54.54545454545455,45.622918543751716,29,7581,5.199999998239946e-05,191.495514,10.581853103448276,35.12755051173737,261.41379310344826,,64.0,51,20,20,172.1764705882353,normal,20.0,0.0,20.0,20.0
59,5,336,0.051477999999406165,2.8358489999991434,0.9919169999998303,1.2702291591126165,67.2,0.5773502691896257,4,84,0.2686229999999341,10949.997577,2738.4791445,5474.345733017482,21.0,,64.0,9,20,20,46.666666666666664,normal,20.0,0.0,20.0,20.0
60,11,906,0.0011450000001786975,6.0523229999998875,0.7844021999999313,1.8716694504852607,82.36363636363636,89.6447321814815,13,4297,7.000000005064066e-05,9408.796188,724.3534904615384,2609.3508605334705,330.53846153846155,,78.6923076923077,24,20,20,216.79166666666666,normal,20.0,0.0,20.0,20.0
61,10,636,0.000945000000001528,5.2433929999999975,0.6488764444444447,1.7262102141852615,63.6,172.96700800611038,12,7124,3.300000000194814e-05,191.539062,16.447299333333333,55.1620129421966,593.6666666666666,,64.0,22,20,20,352.72727272727275,normal,20.0,0.0,20.0,20.0
62,33,7735,0.0,10.016119000000003,2.29891821875,3.993117227924584,234.3939393939394,70.98550371229422,60,33915,2.7999999986150215e-05,191.747616,4.421790349999999,24.792192540566624,565.25,,64.0,93,20,20,447.8494623655914,normal,20.0,0.0,20.0,20.0
63,25,2539,0.0069899999998597195,68.98910499999874,12.95138979166662,25.60292625972976,101.56,15.227017730518252,30,3060,0.002727999999478925,9410.756083,324.05233073333335,1716.3636126924923,102.0,,64.0,55,20,20,101.8,normal,20.0,0.0,20.0,20.0
64,9,931,0.04938599999877624,4.740272000000914,1.0837018749998606,1.713824818747513,103.44444444444444,27.30217849581392,9,875,0.04574200000024575,10954.256055,1218.0977448888889,3651.0597626709587,97.22222222222223,,64.0,18,20,20,100.33333333333333,normal,20.0,0.0,20.0,20.0
65,108,3899,0.00043299999998680505,58.78460000000001,1.6552507943925232,9.694715559005504,36.101851851851855,45.22193444912795,337,286090,0.0,192.028222,1.0953244985163204,11.79907548871787,848.9317507418398,,64.0,445,20,20,651.6606741573033,normal,20.0,0.0,20.0,20.0
66,22,1581,0.0034809999997378327,68.58726599999864,9.785055619047593,23.676313572460884,71.86363636363636,34.61812963216982,27,5306,0.00014600000031350646,9411.845674,356.19650525925925,1809.913704158693,196.5185185185185,,64.0,49,20,20,140.55102040816325,normal,20.0,0.0,20.0,20.0
67,4,92,0.009283000001232722,15.936357999999018,5.321965000000394,9.192335620478895,23.0,0.9428090415820625,3,64,0.01819699999941804,10954.632526,3656.8636970000002,6320.0582109681045,21.333333333333332,,64.0,7,20,20,22.285714285714285,normal,20.0,0.0,20.0,20.0
68,7,751,0.009917999999743188,5.600886000000173,1.007505333333332,2.2522219343197665,107.28571428571429,1.5163507931514917,7,331,0.006957999999940512,9412.941074,1345.5670458571428,3557.3781634220773,47.285714285714285,,64.0,14,20,20,77.28571428571429,normal,20.0,0.0,20.0,20.0
69,24,3481,0.0012300000000209366,10.015822999999983,2.9199062608695656,4.353559123470517,145.04166666666666,73.380607802965,30,12455,3.799999998932435e-05,193.763842,8.691144333333334,35.18286106597884,415.1666666666667,,64.0,54,20,20,295.1111111111111,normal,20.0,0.0,20.0,20.0
70,4,92,0.00929099999848404,0.18957899999986694,0.07245166666628695,0.1015393597054166,23.0,0.9428090415820625,3,64,0.015897999999651802,10954.634271,3651.6147123333335,6324.600462766652,21.333333333333332,,64.0,7,20,20,22.285714285714285,normal,20.0,0.0,20.0,20.0
71,8,771,0.0014780000001337612,5.638479999999618,0.8693688571428149,2.1049026100441943,96.375,7.503188622590588,9,371,4.600000102072954e-05,9412.942588,1046.557005,3137.395136894964,41.22222222222222,,85.22222222222223,17,20,20,67.17647058823529,normal,20.0,0.0,20.0,20.0
72,733,15521,0.0,5.869621999998344,0.01629697404371759,0.22165811512010555,21.17462482946794,25.056742534930162,3076,4335510,0.0,10955.093388,3.5653467272431727,197.52534360803546,1409.463589076723,,64.37256176853056,3809,20,20,1142.3027041218168,normal,20.0,0.0,20.0,20.0
73,15,1237,0.007147000000003345,10.016216999999983,4.404040714285713,5.011909193254551,82.46666666666667,42.17829922867126,19,3780,7.099999999127249e-05,198.755495,13.695951684210526,45.05659877213173,198.94736842105263,,64.0,34,20,20,147.55882352941177,normal,20.0,0.0,20.0,20.0
74,11,584,0.0013319999998202547,9.62176399999953,1.0698526000000128,3.007526299896746,53.09090909090909,126.61055900197918,15,7406,3.299999843875412e-05,10955.45548,731.0759080666667,2828.4905539546594,493.73333333333335,,76.73333333333333,26,20,20,307.3076923076923,normal,20.0,0.0,20.0,20.0
75,9,561,0.0003789999999810334,4.722173999999995,0.6555268749999996,1.645761492356517,62.333333333333336,106.769992998776,11,3934,5.199999998239946e-05,198.611118,18.52954981818182,59.74443213790713,357.6363636363636,,64.0,20,20,20,224.75,normal,20.0,0.0,20.0,20.0
76,12,605,0.00032899999860092066,9.822425000000294,0.9915883636362692,2.9309421344326196,50.416666666666664,114.67258190895794,16,7426,4.099999932805076e-05,10955.459272,685.3968986875,2738.6844293241397,464.125,,75.9375,28,20,20,286.82142857142856,normal,20.0,0.0,20.0,20.0
77,9,553,0.0010200000000111231,5.206261999999981,0.796208250000003,1.788916306571634,61.44444444444444,95.03333333333333,10,3361,9.700000001089393e-05,198.815462,20.4994293,62.67631213036399,336.1,,64.0,19,20,20,206.0,normal,20.0,0.0,20.0,20.0
78,25,1795,0.008796000000074855,10.101050000001123,6.422027750000022,4.721827751474151,71.8,39.770985840953685,29,6683,7.899999945948366e-05,10955.452717,383.08884255172416,2033.3601476262686,230.44827586206895,,64.0,54,20,20,157.0,normal,20.0,0.0,20.0,20.0
79,17,791,0.007041000000015174,10.016261999999983,7.232508000000001,4.396711412494783,46.529411764705884,14.426862964622629,16,1214,0.005725999999981468,199.23037,19.683908125,48.044977978822196,75.875,,64.0,33,20,20,60.75757575757576,normal,20.0,0.0,20.0,20.0
80,35,2143,0.00031599999965692405,10.519729999999981,6.866263147058817,4.596353476820917,61.22857142857143,24.33574723476612,36,5903,4.9000000217347406e-05,9413.465186,267.9669176388889,1567.806579194472,163.97222222222223,,64.0,71,20,20,113.32394366197182,normal,20.0,0.0,20.0,20.0
81,9,1038,0.013091000000713393,8.8637949999993,1.2352785000000495,3.0853047235824693,115.33333333333333,117.00427342623003,11,4290,8.899999920686241e-05,10955.459203,996.8481421818182,3302.898760746572,390.0,,64.0,20,20,20,266.4,normal,20.0,0.0,20.0,20.0
82,17,791,0.001985999999988053,10.016239999999982,7.223655124999999,4.415300436562225,46.529411764705884,14.426862964622629,16,1214,0.003927000000004455,199.374772,19.683790875,48.08512432732569,75.875,,64.0,33,20,20,60.75757575757576,normal,20.0,0.0,20.0,20.0
83,11,584,0.0019560000000637956,9.436985999998797,1.0385471999999936,2.952931467067654,53.09090909090909,126.61055900197918,15,7406,3.199999991920777e-05,10955.47929,731.0568006666667,2828.5023662300923,493.73333333333335,,76.73333333333333,26,20,20,307.3076923076923,normal,20.0,0.0,20.0,20.0
84,38,5469,0.0018400000008114148,11.457766999999876,6.38569335135135,4.795770459471118,143.92105263157896,13.99121907751383,38,3994,0.004907000000457629,9413.467881,253.93768781578947,1526.0381704947747,105.10526315789474,,64.0,76,20,20,124.51315789473684,normal,20.0,0.0,20.0,20.0
85,9,561,0.00024300000001176159,5.066665999999998,0.6717792500000002,1.7774564355874811,62.333333333333336,123.8,10,3914,3.799999998932435e-05,200.494329,20.5843276,63.23552314997778,391.4,,64.0,19,20,20,235.52631578947367,normal,20.0,0.0,20.0,20.0
86,11,1259,0.0003439999999841348,0.4178100000000029,0.13043449999999837,0.15259654369337955,114.45454545454545,141.93934310231108,13,6652,5.600000000072214e-05,200.644114,15.526456615384616,55.62109017418354,511.6923076923077,,64.0,24,20,20,329.625,normal,20.0,0.0,20.0,20.0
87,316,7177,0.00033199999961652793,5.519655000000057,0.05394766666666703,0.38826910161182154,22.712025316455698,25.89483834505129,1592,2217459,0.0,10955.489589,6.892253805904523,274.57432486894896,1392.876256281407,,64.0,1908,20,20,1165.9517819706498,normal,20.0,0.0,20.0,20.0
88,26,1442,0.00069199999961711,10.266622999999527,5.485308920000025,4.950299022918231,55.46153846153846,32.47811464716637,30,5847,4.5000000682193786e-05,9416.881333,318.46313653333334,1718.423831982374,194.9,,70.36666666666666,56,20,20,130.16071428571428,normal,20.0,0.0,20.0,20.0
89,838,17614,5.2999999752501026e-05,4.695829000000231,0.02058226403823068,0.19827710210963395,21.01909307875895,20.942235958123277,4462,6330449,0.0,10955.504218,2.4591475163603764,164.00893069439522,1418.746974450919,,64.04280591662932,5300,20,20,1197.7477358490567,normal,20.0,0.0,20.0,20.0
90,17,786,0.0064009999999825595,10.016372000000047,7.2492705625,4.414393096254482,46.23529411764706,29.53544944886899,18,2552,8.800000000519503e-05,200.993831,17.609588944444443,45.985862880973905,141.77777777777777,,64.0,35,20,20,95.37142857142857,normal,20.0,0.0,20.0,20.0
91,29,2116,0.0020760000006703194,10.605733000000328,4.857818571428587,4.992364069201042,72.96551724137932,62.649406782458875,36,14063,3.199999991920777e-05,9416.879215,265.3551991944444,1568.8400740513073,390.6388888888889,,69.30555555555556,65,20,20,248.90769230769232,normal,20.0,0.0,20.0,20.0
92,34,3371,0.00037200000042503234,10.240962000001673,6.969730636363623,4.571074768306887,99.1470588235294,30.345733046168903,36,7183,5.6000000768108293e-05,9416.918719,267.9668657222222,1568.3987700432415,199.52777777777777,,64.0,70,20,20,150.77142857142857,normal,20.0,0.0,20.0,20.0
93,17,1444,0.0007010000000207128,10.016480000000001,3.9103856875000016,4.882066533627149,84.94117647058823,85.99648784138009,20,7897,2.9000000012047167e-05,201.585601,13.2069174,44.57661841071721,394.85,,64.0,37,20,20,252.45945945945945,normal,20.0,0.0,20.0,20.0
94,6,555,0.012722999999823514,0.4679120000000694,0.133511400000134,0.19066650529985907,92.5,151.82901567223573,6,2157,9.099999988393392e-05,10956.214767,1826.1448623333333,4472.802519891368,359.5,,64.0,12,20,20,226.0,normal,20.0,0.0,20.0,20.0
95,20,1710,0.017982000001211418,10.190779999998995,6.50926136842109,4.6284513089880335,85.5,32.18702746203982,20,3206,0.06438400000115507,9417.793183,477.0699349,2104.432822558777,160.3,,64.0,40,20,20,122.9,normal,20.0,0.0,20.0,20.0
96,11,3554,0.0,9.732953000000634,1.4009248000000298,3.0556575681055387,323.09090909090907,86.90963431571714,14,4667,3.099999958067201e-05,10956.246736,783.5871793571429,2927.894062396293,333.35714285714283,,64.0,25,20,20,328.84,normal,20.0,0.0,20.0,20.0
97,16,1352,0.0008310000000051332,10.016523000000007,4.085748266666665,5.00363871852323,84.5,48.31896338108075,19,4275,4.500000000007276e-05,246.792893,16.204876684210525,56.03482639449773,225.0,,64.0,35,20,20,160.77142857142857,normal,20.0,0.0,20.0,20.0
